,P4,Cz,F8,T7
9000,0.36366961603307935,1.7370143247491736,-4.067891840187775,0.3816847974272952
9001,1.431664022826435,13.112759265396534,1.6083461865937738,9.416291161735362
9002,3.898135183055482,18.65439244729115,3.6843861351468785,15.530511505938616
9003,5.212464339983151,17.267149752785805,-0.3610152890170271,14.671485677622309
9004,4.9560956712734106,14.274595930053136,-3.3500136173739046,11.45677167898518
9005,5.280301583822668,16.31803227668078,0.6105502311220524,13.639821556693814
9006,7.11994759817231,20.412584845895317,5.173872983211308,17.368618965318912
9007,8.243424166651078,19.019546371647778,3.146154784715387,14.452219273066707
9008,6.808099000264099,14.54271634583076,-1.7590099793023684,8.127760146037017
9009,5.448864499901149,15.442722243347257,-1.373262069746302,8.112145995500782
9010,5.748154467979391,18.92319707537462,2.6088864391456985,11.101580628614135
9011,5.89239986768443,17.879505958634113,4.290304056821104,8.635110086563174
9012,4.952577424015585,15.253588220606924,5.12495841990993,4.030545803650501
9013,3.814617017051231,17.279525394572293,8.168221100061501,6.274571347532913
9014,2.5143948563463057,19.569415930011264,10.191506860451444,10.783132143909707
9015,1.1208829881598326,15.737489003956991,8.283010726151485,7.635714283893725
9016,-1.0025899833038479,11.347197384720277,5.448754607806464,3.0575087300955044
9017,-2.6073218511686855,13.184843573401555,5.631914914884781,4.219148833183256
9018,-0.2122176520305486,16.562166437172376,8.082959825275136,5.615808990365122
9019,3.0395370602315053,13.661201673497864,7.770126301498687,3.0060057335372194
9020,3.9761963390851327,8.365482935469748,4.0600532063360415,0.689946075559151
9021,4.421962987124498,8.305284499273554,2.4945813014449114,2.5799630625775745
9022,5.003049142731885,10.62310815246311,2.7236935589257607,5.376604705712889
9023,4.078050177575108,9.454411145417646,0.5050239851330698,3.983843933190794
9024,2.1183474577637513,7.304423700605921,-1.4179158161583894,1.3945216612463234
9025,1.796845617033208,8.988377578399222,1.0766193343695163,2.91720504582102
9026,2.8294353361590368,10.857994232166895,4.767585149921109,4.606321161055749
9027,3.209357881483271,8.564165892570337,4.595526858706737,1.9630584686622776
9028,2.0479743701045026,5.597465117516347,3.4794083315370896,-0.8794947595171267
9029,0.8726394408124777,5.953352642937077,4.540503846716511,0.7108719106414811
9030,0.023866216380175782,8.024297358822391,4.187142592701196,3.9938922077776775
9031,-0.820142770725008,8.10908959826864,2.0866544891851477,4.521993036163183
9032,-2.0849345632620597,5.7187823829181585,1.4901574721291864,2.6254459858889243
9033,-3.1331669018487878,5.276571661047165,4.962631578895224,3.0837580992305234
9034,-2.585341929883927,6.918102004964955,10.430404253705284,4.743173901023101
9035,-2.395838634215492,5.38518323526841,11.226851710806503,1.3522136930476791
9036,-2.120227988497918,2.707209300237828,8.104288304454753,-2.9671752060535965
9037,-1.411549000026953,2.678234640338249,7.12994341812721,-2.0726179678873136
9038,-1.4766791662079959,3.149034303067946,6.962073278264095,0.8785686244297899
9039,-0.9838137637240869,3.206886660710026,4.605753709332792,2.7252830651372624
9040,0.4881912926998288,4.078155116428984,3.3652663195660333,3.514541492203418
9041,1.3202740382256428,4.13724671606197,4.621473463045635,3.2082178140787594
9042,1.4552996279262584,3.737558593553336,5.794995468252118,3.8791581394322896
9043,1.7777026364018986,3.860594154386181,5.415519173107438,4.6480691112354835
9044,2.192759342563375,3.583615226341122,3.9790927790472783,4.233041616759516
9045,2.440607913967724,3.9890825143048576,1.9685236799902683,5.406050369495756
9046,1.8142151613895046,3.7998364098143247,-0.08871999913846196,5.5406307735518645
9047,0.5061737530952363,1.4228853742554912,0.062273733291279915,2.6566305387338836
9048,-1.1847388715528755,-1.6824278646937567,2.9380746108049527,1.770171708226878
9049,-3.8795629360843815,-4.685726842405825,4.6918849488040975,2.412555097647327
9050,-6.328598103288202,-6.7011864451849394,2.66699819366787,1.752232446524979
9051,-6.232376991016911,-6.189013031216076,-1.2209389907615043,2.8288754115049435
9052,-3.194742867979687,-2.675943923476638,-2.737793653007742,6.545476028157016
